"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11731	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1897	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"#Alzheimer disease (G30)"	"GR113-052"	2520	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11693	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1819	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"#Alzheimer disease (G30)"	"GR113-052"	2579	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11671	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1899	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"#Alzheimer disease (G30)"	"GR113-052"	2557	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11748	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1821	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"#Alzheimer disease (G30)"	"GR113-052"	2516	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11531	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1890	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"#Alzheimer disease (G30)"	"GR113-052"	2372	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11828	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1807	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"#Alzheimer disease (G30)"	"GR113-052"	2460	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11736	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1744	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"#Alzheimer disease (G30)"	"GR113-052"	2467	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11510	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1814	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"#Alzheimer disease (G30)"	"GR113-052"	2390	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11437	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1786	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"#Alzheimer disease (G30)"	"GR113-052"	2457	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11458	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1737	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"#Alzheimer disease (G30)"	"GR113-052"	2439	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11306	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1759	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"#Alzheimer disease (G30)"	"GR113-052"	2245	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11237	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1657	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"#Alzheimer disease (G30)"	"GR113-052"	2282	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11187	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1710	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"#Alzheimer disease (G30)"	"GR113-052"	2246	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11334	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1665	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"#Alzheimer disease (G30)"	"GR113-052"	2210	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11347	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1677	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"#Alzheimer disease (G30)"	"GR113-052"	2151	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11513	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1644	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"#Alzheimer disease (G30)"	"GR113-052"	2208	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11634	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1634	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"#Alzheimer disease (G30)"	"GR113-052"	2202	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11283	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1508	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"#Alzheimer disease (G30)"	"GR113-052"	2226	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11205	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1684	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"#Alzheimer disease (G30)"	"GR113-052"	2245	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11471	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1624	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"#Alzheimer disease (G30)"	"GR113-052"	2228	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11329	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1566	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"#Alzheimer disease (G30)"	"GR113-052"	2143	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11420	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1553	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"#Alzheimer disease (G30)"	"GR113-052"	2110	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11183	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1583	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"#Alzheimer disease (G30)"	"GR113-052"	2154	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11360	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1529	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"#Alzheimer disease (G30)"	"GR113-052"	2122	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11290	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1632	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"#Alzheimer disease (G30)"	"GR113-052"	2097	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11377	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1534	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"#Alzheimer disease (G30)"	"GR113-052"	2147	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11422	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1506	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"#Alzheimer disease (G30)"	"GR113-052"	2148	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11336	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1558	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"#Alzheimer disease (G30)"	"GR113-052"	2121	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11345	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1493	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"#Alzheimer disease (G30)"	"GR113-052"	2066	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11429	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1483	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"#Alzheimer disease (G30)"	"GR113-052"	2160	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11413	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1454	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"#Alzheimer disease (G30)"	"GR113-052"	2131	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11384	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1438	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"#Alzheimer disease (G30)"	"GR113-052"	2178	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11409	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1544	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"#Alzheimer disease (G30)"	"GR113-052"	2174	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11276	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1541	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"#Alzheimer disease (G30)"	"GR113-052"	2193	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11676	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1599	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"#Alzheimer disease (G30)"	"GR113-052"	2181	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11446	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1589	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"#Alzheimer disease (G30)"	"GR113-052"	2305	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11631	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1534	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"#Alzheimer disease (G30)"	"GR113-052"	2306	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11686	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1622	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"#Alzheimer disease (G30)"	"GR113-052"	2347	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11644	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1617	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"#Alzheimer disease (G30)"	"GR113-052"	2405	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11591	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1660	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"#Alzheimer disease (G30)"	"GR113-052"	2322	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11807	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1689	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"#Alzheimer disease (G30)"	"GR113-052"	2442	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11636	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1727	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"#Alzheimer disease (G30)"	"GR113-052"	2497	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11641	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1707	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"#Alzheimer disease (G30)"	"GR113-052"	2494	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11316	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1731	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"#Alzheimer disease (G30)"	"GR113-052"	2541	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11448	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1840	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"#Alzheimer disease (G30)"	"GR113-052"	2576	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11571	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1786	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"#Alzheimer disease (G30)"	"GR113-052"	2656	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11633	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1782	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"#Alzheimer disease (G30)"	"GR113-052"	2594	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11472	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1892	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"#Alzheimer disease (G30)"	"GR113-052"	2576	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11560	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1819	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"#Alzheimer disease (G30)"	"GR113-052"	2535	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11939	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1937	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"#Alzheimer disease (G30)"	"GR113-052"	2565	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11684	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1818	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"#Alzheimer disease (G30)"	"GR113-052"	2490	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11855	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1862	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"#Alzheimer disease (G30)"	"GR113-052"	2516	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11937	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1826	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"#Alzheimer disease (G30)"	"GR113-052"	2478	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11694	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1952	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"#Alzheimer disease (G30)"	"GR113-052"	2515	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11789	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1848	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"#Alzheimer disease (G30)"	"GR113-052"	2536	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11768	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1877	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"#Alzheimer disease (G30)"	"GR113-052"	2512	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11770	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1827	Not Applicable	Not Applicable
