"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"MCD - ICD-10 113 Cause List"	"MCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Alzheimer disease (G30)"	"GR113-052"	3045	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13005	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5854	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Alzheimer disease (G30)"	"GR113-052"	3091	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12955	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6073	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Alzheimer disease (G30)"	"GR113-052"	3130	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13103	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5794	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Alzheimer disease (G30)"	"GR113-052"	3052	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12880	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6014	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Alzheimer disease (G30)"	"GR113-052"	2928	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13212	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5904	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"Alzheimer disease (G30)"	"GR113-052"	2997	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13012	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5762	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 11 ending March 16, 2019"	"2019/11"	"Alzheimer disease (G30)"	"GR113-052"	2981	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12773	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5760	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 12 ending March 23, 2019"	"2019/12"	"Alzheimer disease (G30)"	"GR113-052"	2965	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12720	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5746	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 13 ending March 30, 2019"	"2019/13"	"Alzheimer disease (G30)"	"GR113-052"	2997	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12749	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5823	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 14 ending April 06, 2019"	"2019/14"	"Alzheimer disease (G30)"	"GR113-052"	3000	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12556	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5585	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 15 ending April 13, 2019"	"2019/15"	"Alzheimer disease (G30)"	"GR113-052"	2751	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12517	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5287	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 16 ending April 20, 2019"	"2019/16"	"Alzheimer disease (G30)"	"GR113-052"	2737	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12427	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5379	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 17 ending April 27, 2019"	"2019/17"	"Alzheimer disease (G30)"	"GR113-052"	2705	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12512	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5319	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 18 ending May 04, 2019"	"2019/18"	"Alzheimer disease (G30)"	"GR113-052"	2682	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12558	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5338	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 19 ending May 11, 2019"	"2019/19"	"Alzheimer disease (G30)"	"GR113-052"	2617	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12741	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5224	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 20 ending May 18, 2019"	"2019/20"	"Alzheimer disease (G30)"	"GR113-052"	2667	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12880	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5270	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 21 ending May 25, 2019"	"2019/21"	"Alzheimer disease (G30)"	"GR113-052"	2696	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12517	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5093	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 22 ending June 01, 2019"	"2019/22"	"Alzheimer disease (G30)"	"GR113-052"	2696	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12448	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5235	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 23 ending June 08, 2019"	"2019/23"	"Alzheimer disease (G30)"	"GR113-052"	2683	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12637	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5256	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 24 ending June 15, 2019"	"2019/24"	"Alzheimer disease (G30)"	"GR113-052"	2669	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12483	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5171	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 25 ending June 22, 2019"	"2019/25"	"Alzheimer disease (G30)"	"GR113-052"	2556	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12669	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5133	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 26 ending June 29, 2019"	"2019/26"	"Alzheimer disease (G30)"	"GR113-052"	2582	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12280	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5174	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 27 ending July 06, 2019"	"2019/27"	"Alzheimer disease (G30)"	"GR113-052"	2575	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12527	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4986	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 28 ending July 13, 2019"	"2019/28"	"Alzheimer disease (G30)"	"GR113-052"	2569	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12503	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5092	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 29 ending July 20, 2019"	"2019/29"	"Alzheimer disease (G30)"	"GR113-052"	2506	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12527	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4950	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Alzheimer disease (G30)"	"GR113-052"	2605	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12534	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5055	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Alzheimer disease (G30)"	"GR113-052"	2575	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12493	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5093	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Alzheimer disease (G30)"	"GR113-052"	2520	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12479	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4889	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Alzheimer disease (G30)"	"GR113-052"	2485	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12532	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4972	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Alzheimer disease (G30)"	"GR113-052"	2633	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12617	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4922	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Alzheimer disease (G30)"	"GR113-052"	2582	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12528	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4984	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Alzheimer disease (G30)"	"GR113-052"	2613	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12611	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5005	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Alzheimer disease (G30)"	"GR113-052"	2606	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12437	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Diabetes mellitus (E10-E14)"	"GR113-046"	4984	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Alzheimer disease (G30)"	"GR113-052"	2619	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12937	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5199	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Alzheimer disease (G30)"	"GR113-052"	2611	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12613	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5027	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Alzheimer disease (G30)"	"GR113-052"	2796	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12956	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5036	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Alzheimer disease (G30)"	"GR113-052"	2753	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12877	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5354	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Alzheimer disease (G30)"	"GR113-052"	2804	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12889	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5381	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Alzheimer disease (G30)"	"GR113-052"	2872	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12821	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5290	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Alzheimer disease (G30)"	"GR113-052"	2831	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13152	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5477	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Alzheimer disease (G30)"	"GR113-052"	2946	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12919	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5603	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Alzheimer disease (G30)"	"GR113-052"	3016	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12988	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5528	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"Alzheimer disease (G30)"	"GR113-052"	3002	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12576	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5433	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 48 ending November 30, 2019"	"2019/48"	"Alzheimer disease (G30)"	"GR113-052"	2987	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12824	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5790	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 49 ending December 07, 2019"	"2019/49"	"Alzheimer disease (G30)"	"GR113-052"	3102	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12916	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5741	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 50 ending December 14, 2019"	"2019/50"	"Alzheimer disease (G30)"	"GR113-052"	3181	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12896	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5664	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 51 ending December 21, 2019"	"2019/51"	"Alzheimer disease (G30)"	"GR113-052"	3088	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12778	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5976	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 52 ending December 28, 2019"	"2019/52"	"Alzheimer disease (G30)"	"GR113-052"	3090	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week Not Available"	"2019/99"	"Diabetes mellitus (E10-E14)"	"GR113-046"	20	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12995	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6092	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 01 ending January 04, 2020"	"2020/01"	"Alzheimer disease (G30)"	"GR113-052"	3055	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13376	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6265	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 02 ending January 11, 2020"	"2020/02"	"Alzheimer disease (G30)"	"GR113-052"	3099	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13052	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5839	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 03 ending January 18, 2020"	"2020/03"	"Alzheimer disease (G30)"	"GR113-052"	3031	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13260	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5955	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 04 ending January 25, 2020"	"2020/04"	"Alzheimer disease (G30)"	"GR113-052"	3046	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13273	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5874	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 05 ending February 01, 2020"	"2020/05"	"Alzheimer disease (G30)"	"GR113-052"	2989	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13040	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6198	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 06 ending February 08, 2020"	"2020/06"	"Alzheimer disease (G30)"	"GR113-052"	3052	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13165	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5918	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 07 ending February 15, 2020"	"2020/07"	"Alzheimer disease (G30)"	"GR113-052"	3043	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13041	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"Diabetes mellitus (E10-E14)"	"GR113-046"	5940	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 08 ending February 22, 2020"	"2020/08"	"Alzheimer disease (G30)"	"GR113-052"	2999	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13204	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6055	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"Alzheimer disease (G30)"	"GR113-052"	3048	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13094	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6134	Not Applicable	Not Applicable
