"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"Residence State"	"Residence State Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	178	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	316	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	651	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	91	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	70	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	816	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	122	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 45 ending November 10, 2018"	"2018/45"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	190	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1170	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	184	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	305	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	584	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	90	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	63	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	829	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	112	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 46 ending November 17, 2018"	"2018/46"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	184	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1149	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	194	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	352	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	705	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	95	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	83	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	742	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	130	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 47 ending November 24, 2018"	"2018/47"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	205	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1131	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	178	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	290	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	620	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	101	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	78	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	743	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	118	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 48 ending December 01, 2018"	"2018/48"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	219	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1183	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	210	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	323	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	646	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	96	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	76	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	798	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	128	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 49 ending December 08, 2018"	"2018/49"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	198	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1174	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	175	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	323	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	674	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	80	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	92	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	798	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	124	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 50 ending December 15, 2018"	"2018/50"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	210	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1142	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	190	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	325	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	680	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	103	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	75	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	845	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	143	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 51 ending December 22, 2018"	"2018/51"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	202	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1185	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	211	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	326	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	696	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	86	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	100	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	769	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	137	Not Applicable	Not Applicable
	"2018"	"2018"	"2018 Week 52 ending December 29, 2018"	"2018/52"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	197	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1159	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	208	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	313	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	640	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	107	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	77	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	780	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	165	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 01 ending January 05, 2019"	"2019/01"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	235	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1173	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	225	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	384	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	648	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	76	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	70	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	870	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	154	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 02 ending January 12, 2019"	"2019/02"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	184	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1175	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	226	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	343	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	668	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	95	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	71	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	814	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	159	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 03 ending January 19, 2019"	"2019/03"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	216	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1162	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	215	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	344	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	670	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	101	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	81	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	772	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	143	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 04 ending January 26, 2019"	"2019/04"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	204	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1100	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	204	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	329	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	618	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	93	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	86	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	808	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	147	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 05 ending February 02, 2019"	"2019/05"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	208	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1177	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	198	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	339	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	663	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	89	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	77	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	788	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	132	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 06 ending February 09, 2019"	"2019/06"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	213	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1216	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	248	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	343	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	657	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	95	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	79	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	758	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	164	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 07 ending February 16, 2019"	"2019/07"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	198	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1224	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	201	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	379	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	622	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	92	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	61	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	793	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	166	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 08 ending February 23, 2019"	"2019/08"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	204	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1148	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	241	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	368	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	640	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	91	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	83	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	785	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	129	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 09 ending March 02, 2019"	"2019/09"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	205	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1157	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 10 ending March 09, 2019"	"2019/10"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	199	Not Applicable	Not Applicable
