"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"Residence State"	"Residence State Code"	"MCD - ICD-10 113 Cause List"	"MCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	575	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	377	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	707	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	283	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	84	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	863	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	379	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 30 ending July 27, 2019"	"2019/30"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	231	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1173	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	554	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	330	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	712	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	256	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	92	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	895	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	451	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 31 ending August 03, 2019"	"2019/31"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	223	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1238	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	565	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	307	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	738	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	240	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	85	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	892	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	409	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 32 ending August 10, 2019"	"2019/32"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	201	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1257	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	536	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	335	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	727	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	252	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	88	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	851	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	426	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 33 ending August 17, 2019"	"2019/33"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	216	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1284	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	605	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	346	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	684	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	223	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	92	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	883	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	418	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 34 ending August 24, 2019"	"2019/34"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	215	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1224	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	526	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	347	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	683	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	241	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	80	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	833	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	449	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 35 ending August 31, 2019"	"2019/35"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	230	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1260	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	559	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	376	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	707	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	218	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	89	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	879	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	465	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 36 ending September 07, 2019"	"2019/36"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	189	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1286	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	577	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	379	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	697	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	255	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	90	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	921	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	412	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 37 ending September 14, 2019"	"2019/37"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	208	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1256	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	536	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	363	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	702	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	247	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	83	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	794	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	373	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 38 ending September 21, 2019"	"2019/38"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	195	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1242	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	584	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	372	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	735	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	253	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	84	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	876	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	449	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 39 ending September 28, 2019"	"2019/39"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	210	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1288	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	573	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	374	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	724	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	253	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	87	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	876	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	447	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 40 ending October 05, 2019"	"2019/40"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	212	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1239	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	528	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	400	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	723	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	280	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	114	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	959	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	425	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 41 ending October 12, 2019"	"2019/41"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	221	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1278	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	592	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	401	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	723	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	307	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	85	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	955	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	433	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 42 ending October 19, 2019"	"2019/42"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	206	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1322	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	608	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	407	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	706	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	277	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	94	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	939	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	470	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 43 ending October 26, 2019"	"2019/43"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	238	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1301	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	606	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	358	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	722	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	271	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	102	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	957	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	449	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 44 ending November 02, 2019"	"2019/44"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	227	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1311	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	660	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	402	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	802	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	253	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	86	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	900	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	463	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 45 ending November 09, 2019"	"2019/45"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	250	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1215	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	643	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	405	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	738	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	317	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	111	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	960	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	432	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 46 ending November 16, 2019"	"2019/46"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	252	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1331	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	619	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	387	Not Applicable	Not Applicable
	"2019"	"2019"	"2019 Week 47 ending November 23, 2019"	"2019/47"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	714	Not Applicable	Not Applicable
